action_id,inspection_id,incident_id,action_description,action_description_hindi,assigned_to,assigned_date,due_date,completion_date,status,priority,verification_required,verified_by,verification_date,delay_reason
CA-00897,INS-JH-002-2530,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-09-03,2023-11-01,2023-10-27,In Progress,Critical,True,Rajesh Kumar,2023-10-28,
CA-00898,INS-OD-001-4992,INC-JH-001-170,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-02-06,2023-02-22,,Rejected,Critical,False,,,
CA-00899,INS-JH-002-2791,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-01-29,2023-02-05,,Completed,Critical,False,,,
CA-00900,INS-JH-001-1088,INC-OD-001-010,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-04-09,2023-05-03,,Open,Critical,False,,,
CA-00901,INS-JH-002-0606,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-04-13,2023-04-23,,In Progress,High,False,,,
CA-00902,INS-OD-001-1131,INC-JH-002-285,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-06-17,2023-07-20,2023-07-28,In Progress,High,False,,,
CA-00903,INS-JH-002-1150,INC-JH-002-055,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-08-13,2023-09-07,2023-09-02,Escalated,High,True,Rajesh Kumar,2023-09-03,
CA-00904,INS-JH-001-1377,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-04-12,2023-05-25,2023-06-02,Escalated,High,False,,,
CA-00905,INS-OD-001-1901,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-12-25,2024-01-18,,Completed,Low,False,,,
CA-00906,INS-OD-001-3291,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-09-23,2023-10-24,2023-10-30,Overdue,Critical,True,Sita Devi,2023-10-31,Waiting for approval
CA-00907,INS-JH-002-1658,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-10-01,2023-11-10,2023-11-15,Escalated,Critical,True,Rajesh Kumar,2023-11-16,
CA-00908,INS-JH-001-3121,INC-JH-001-156,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-07-13,2023-09-05,,Rejected,Low,False,,,
CA-00909,INS-JH-002-0953,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-12-05,2024-01-28,2024-02-01,Open,Low,False,,,
CA-00910,INS-JH-001-2996,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-06-15,2023-08-01,2023-07-27,Escalated,Medium,True,Sita Devi,2023-07-28,
CA-00911,INS-JH-001-3667,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-07-22,2023-09-19,,Escalated,Critical,False,,,
CA-00912,INS-JH-001-3000,INC-OD-001-042,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-12-01,2024-01-16,,Overdue,Low,False,,,Waiting for approval
CA-00913,INS-OD-001-0501,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-12-26,2024-01-05,2024-01-07,Escalated,Medium,False,,,
CA-00914,INS-OD-001-1590,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-12-23,2024-01-20,2024-01-16,Open,Critical,False,,,
CA-00915,INS-JH-001-0736,INC-JH-001-073,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-04-02,2023-04-16,2023-04-13,Overdue,High,True,Rajesh Kumar,2023-04-14,Waiting for approval
CA-00916,INS-OD-001-1825,INC-OD-001-066,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-04-25,2023-05-19,2023-05-14,Rejected,High,True,Rajesh Kumar,2023-05-15,
CA-00917,INS-JH-002-2381,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-03-13,2023-04-13,2023-04-21,In Progress,High,False,,,
CA-00918,INS-OD-001-4858,INC-OD-001-218,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-10-30,2023-11-07,2023-11-16,Completed,Medium,True,Sita Devi,2023-11-17,
CA-00919,INS-JH-001-1728,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-03-17,2023-04-26,2023-04-21,Open,Medium,True,Sita Devi,2023-04-22,
CA-00920,INS-JH-001-3360,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-05-27,2023-06-07,2023-06-09,Escalated,Medium,True,Rajesh Kumar,2023-06-10,
CA-00921,INS-JH-001-4823,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-10-30,2023-11-22,2023-11-25,Escalated,Critical,True,Rajesh Kumar,2023-11-26,
CA-00922,INS-OD-001-2758,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-10-22,2023-11-26,,Open,Critical,False,,,
CA-00923,INS-JH-001-1841,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-12-27,2024-02-19,2024-02-14,In Progress,Low,False,,,
CA-00924,INS-JH-002-2559,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-01-06,2023-02-26,,Escalated,Medium,False,,,
CA-00925,INS-JH-002-4592,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-03-10,2023-05-08,2023-05-14,Open,Low,False,,,
CA-00926,INS-OD-001-0579,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-07-18,2023-08-13,2023-08-09,In Progress,Low,True,Sita Devi,2023-08-10,
CA-00927,INS-JH-002-4714,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-07-29,2023-09-09,2023-09-16,Escalated,Low,True,Sita Devi,2023-09-17,
CA-00928,INS-JH-001-1186,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-08-30,2023-09-14,2023-09-24,In Progress,Medium,True,Rajesh Kumar,2023-09-25,
CA-00929,INS-JH-002-4420,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-03-18,2023-04-24,2023-04-29,Escalated,Medium,True,Sita Devi,2023-04-30,
CA-00930,INS-OD-001-4876,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-04-17,2023-06-15,2023-06-14,Open,Low,True,Rajesh Kumar,2023-06-15,
CA-00931,INS-JH-001-3256,INC-OD-001-259,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-09-13,2023-10-26,2023-11-01,In Progress,High,False,,,
CA-00932,INS-OD-001-0240,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-01-12,2023-02-17,,Completed,Medium,False,,,
CA-00933,INS-JH-002-3183,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-12-14,2024-02-04,2024-01-30,Completed,Medium,True,Rajesh Kumar,2024-01-31,
CA-00934,INS-JH-001-3255,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-11-17,2023-12-21,2023-12-16,Escalated,High,False,,,
CA-00935,INS-JH-001-0797,INC-OD-001-175,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-11-16,2024-01-13,2024-01-23,In Progress,Critical,False,,,
CA-00936,INS-JH-002-1175,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-06-29,2023-08-26,,Open,High,False,,,
CA-00937,INS-OD-001-2731,INC-JH-001-190,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-03-22,2023-04-13,2023-04-16,In Progress,High,True,Sita Devi,2023-04-17,
CA-00938,INS-JH-001-2666,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-10-25,2023-12-16,2023-12-26,Completed,Critical,True,Rajesh Kumar,2023-12-27,
CA-00939,INS-OD-001-4364,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-04-19,2023-06-12,,Overdue,Low,False,,,Equipment unavailability
CA-00940,INS-OD-001-4593,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-10-01,2023-11-13,2023-11-17,Open,Critical,False,,,
CA-00941,INS-JH-001-2919,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-01-06,2023-02-25,2023-02-25,In Progress,Low,True,Rajesh Kumar,2023-02-26,
CA-00942,INS-OD-001-1246,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-12-01,2023-12-16,2023-12-11,Completed,Medium,True,Rajesh Kumar,2023-12-12,
CA-00943,INS-OD-001-3919,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-05-14,2023-06-14,2023-06-09,Rejected,Critical,True,Sita Devi,2023-06-10,
CA-00944,INS-OD-001-0303,INC-JH-001-197,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-03-02,2023-04-19,,Open,Critical,False,,,
CA-00945,INS-OD-001-4382,INC-OD-001-045,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-04-05,2023-05-07,2023-05-14,Rejected,Critical,False,,,
CA-00946,INS-JH-001-1313,INC-JH-001-272,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-06-09,2023-07-11,,Overdue,High,False,,,Waiting for approval
CA-00947,INS-JH-002-3755,INC-OD-001-043,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-05-31,2023-07-16,2023-07-20,Escalated,Low,True,Rajesh Kumar,2023-07-21,
CA-00948,INS-JH-002-0997,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-12-07,2024-01-24,2024-01-25,Open,Medium,False,,,
CA-00949,INS-OD-001-4315,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-01-21,2023-02-16,2023-02-14,Completed,Critical,True,Rajesh Kumar,2023-02-15,
CA-00950,INS-JH-001-3987,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-07-14,2023-08-22,2023-08-28,Open,Critical,True,Sita Devi,2023-08-29,
CA-00951,INS-OD-001-0465,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-01-18,2023-01-28,2023-02-01,Completed,High,False,,,
CA-00952,INS-JH-001-4118,INC-JH-002-072,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-10-02,2023-11-17,2023-11-15,Overdue,Critical,True,Sita Devi,2023-11-16,Waiting for approval
CA-00953,INS-JH-002-1330,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-06-11,2023-08-07,2023-08-17,Completed,High,True,Rajesh Kumar,2023-08-18,
CA-00954,INS-JH-001-4091,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-05-11,2023-06-10,2023-06-10,In Progress,Low,True,Rajesh Kumar,2023-06-11,
CA-00955,INS-JH-002-4842,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-08-10,2023-09-21,2023-09-20,Rejected,Medium,True,Sita Devi,2023-09-21,
CA-00956,INS-JH-002-4253,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-08-29,2023-10-17,2023-10-23,Escalated,Low,False,,,
CA-00957,INS-JH-002-2282,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-12-02,2024-01-05,2024-01-03,In Progress,Critical,True,Sita Devi,2024-01-04,
CA-00958,INS-JH-001-2336,INC-OD-001-142,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-11-18,2023-12-06,2023-12-05,Completed,High,True,Sita Devi,2023-12-06,
CA-00959,INS-JH-002-4912,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-02-04,2023-02-17,2023-02-19,Escalated,Medium,True,Sita Devi,2023-02-20,
